,Name,Location,Phone_1,Phone_2,Website,Register_Capital
539,บริษัท พีทีที โกลบอล เคมิคอล จำกัด (มหาชน),เลขที่ 555/1 ศูนย์เอนเนอร์ยี่คอมเพล็กซ์ อาคารเอ ชั้น 14-18 ถนนวิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กทม.,0-2265-8400,0-2265-8500,http://www.pttgcgroup.com,"45,088,491,170.00 บาท"
540,บริษัท ไพลอน จำกัด (มหาชน),252 อาคารเอสพีอี ทาวเวอร์ ชั้นที่ 14 ถนนพหลโยธิน แขวงสามเสนใน เขตพญาไท กทม.,0-2615-1259,0-2615-1258,http://www.pylon.co.th,"374,936,698.00 บาท"
541,บริษัท ควอลิตี้คอนสตรัคชั่นโปรดัคส์ จำกัด (มหาชน),"นิคมอุตสาหกรรมบางปะอิน, 144 หมู่ 16 ถนนอุดมสรยุทธ์ ตำบลบางกระสั้น อำเภอบางปะอิน พระนครศรีอยุธยา","0-3522-1271, 0-3525-9134","0-3521-2270, 0-3522-1273",http://www.qcon.co.th,"400,000,000.00 บาท"
542,บริษัท ควอลิตี้เฮ้าส์ จำกัด (มหาชน),"อาคารคิวเฮ้าส์ ลุมพินี ชั้น 7, 1 ถนนสาทรใต้ แขวงทุ่งมหาเมฆ เขตสาทร กทม.","0-2343-8888, 0-2677-7000",-,http://www.qh.co.th,"10,714,426,091.00 บาท"
543,กองทุนรวมอสังหาริมทรัพย์และสิทธิการเช่า ควอลิตี้ เฮ้าส์ โฮเทล แอนด์ เรซิเดนซ์,11 อาคารคิวเฮ้าส์ สาทร ชั้น 14 ถนนสาทรใต้ แขวงทุ่งมหาเมฆ เขตสาทร กทม.,-,-,-,"3,360,000,000.00 บาท"
544,กองทุนรวมสิทธิการเช่าอสังหาริมทรัพย์ควอลิตี้ ฮอสพิทอลลิตี้,"ชั้น 23A, 25 อาคารเอเซียเซ็นเตอร์ เลขที่ 173/27-30, 32-33 ถนนสาทรใต้ แขวงทุ่งมหาเมฆ เขตสาทร กทม.",0-2786-2000,0-2786-2370-74,-,"1,585,877,000.00 บาท"
545,กองทุนรวมสิทธิการเช่าอสังหาริมทรัพย์ควอลิตี้ เฮ้าส์,"ชั้น 14 อาคารคิวเฮ้าส์ สาทร, เลขที่ 11 ถนนสาทรใต้ แขวงทุ่งมหาเมฆ เขตสาทร กทม.","0-2286-3484, 0-2679-2155","0-2286-3585, 0-2679-2150",http://www.lhfund.co.th,"7,863,122,300.00 บาท"
546,บริษัท ควอลลีเทค จำกัด (มหาชน),21/3 ถนนบ้านพลง ตำบลมาบตาพุต อำเภอเมือง ระยอง,0-3869-1408-10,0-3869-2028,http://www.qualitechplc.com,"98,568,485.00 บาท"
547,บริษัท คิวทีซี เอนเนอร์ยี่ จำกัด (มหาชน),เลขที่ 2/2 ซ. กรุงเทพกรีฑา 8 แยก 5 แขวงหัวหมาก เขตบางกะปิ กทม.,0-2379-3089-92,0-2379-3097,http://www.qtc-energy.com,"341,092,557.00 บาท"
548,บริษัท โรงพยาบาลรามคำแหง จำกัด (มหาชน),2138 ถนนรามคำแหง แขวงหัวหมาก เขตบางกะปิ กทม.,"0-2374-0197-216, 0-2374-0798-807, 0-2732-0476-487",0-2374-0804,http://www.ram-hosp.co.th,"126,000,000.00 บาท"
549,บริษัท ราช กรุ๊ป จำกัด (มหาชน),72 ถนนงามวงศ์วาน ตำบลบางเขน อำเภอเมืองนนทบุรี นนทบุรี,0-2794-9999,0-2794-9998,http://www.ratch.co.th,"22,192,307,700.00 บาท"
550,บริษัท อาร์ แอนด์ บี ฟู้ด ซัพพลาย จำกัด (มหาชน),เลขที่ 77 ซอยโพธิ์แก้ว 3 แขวงคลองจั่น เขตบางกะปิ กทม.,0-2946-6813-7,-,https://www.rbfoodsupply.co.th,"2,000,000,000.00 บาท"
551,บริษัท อาร์ ซี แอล จำกัด (มหาชน),"อาคารปัญจธานีทาวเวอร์ ชั้น 30, 127/35 ถนนรัชดาภิเษก แขวงช่องนนทรี เขตยานนาวา กทม.","0-2296-1096, 0-2296-1093",0-2296-1098,http://www.rclgroup.com,"828,750,000.00 บาท"
552,บริษัท ริชี่ เพลซ 2002 จำกัด (มหาชน),เลขที่ 667/15 อาคารอรรถบูรณ์ ชั้น 7 ถนนจรัญสนิทวงศ์ แขวงอรุณอมรินทร์ เขตบางกอกน้อย กทม.,0-2886-1817,0-2886-1060,http://www.richy.co.th,"1,842,201,267.00 บาท"
553,บริษัท โรงพยาบาลราชธานี จำกัด (มหาชน),เลขที่ 111 หมู่ที่ 3 ถนนโรจนะ ตำบลคลองสวนพลู อำเภอพระนครศรีอยุธยา พระนครศรีอยุธยา,0-3533-5555-71,0-3533-5555 ต่อ 878,http://www.rajthanee.com,"300,000,000.00 บาท"
554,บริษัท ไรมอน แลนด์ จำกัด (มหาชน),3 อาคารรัจนาการ ชั้นที่ 19 ถนนสาทรใต้ แขวงยานนาวา เขตสาทร กทม.,0-2029-1889,0-2029-1891,http://www.raimonland.com,"4,172,484,127.00 บาท"
555,บริษัท ร้อกเวิธ จำกัด (มหาชน),"294-300 ถนนอโศก-ดินแดง แขวงบางกะปิ, เขตห้วยขวาง กทม.",0-2123-8888,-,http://www.rockworth.com,"200,000,000.00 บาท"
556,บริษัท โรงแรมรอยัล ออคิด (ประเทศไทย) จำกัด (มหาชน),2 ตรอกกัปตันบุช ถนนเจริญกรุง แขวงบางรัก เขตบางรัก กทม.,0-2266-0123,0-2236-6646,http://www.royalorchidsheraton.com,"1,117,500,000.00 บาท"
557,บริษัท สวนอุตสาหกรรมโรจนะ จำกัด (มหาชน),เลขที่ 2034/115 ชั้น 26 อาคารอิตัลไทย ทาวเวอร์ ถนนเพชรบุรีตัดใหม่ แขวงบางกะปิ เขตห้วยขวาง กทม.,0-2716-1750-7,0-2716-1758-9,http://www.rojana.com,"2,020,461,863.00 บาท"
558,บริษัท ท่าเรือราชาเฟอร์รี่ จำกัด (มหาชน),25/1 หมู่ 8 ถนนมิตรภาพ ตำบลดอนสัก อำเภอดอนสัก สุราษฎร์ธานี,"0-7737-2800-2, 0-2277-4488","0-7737-2804, 0-2277-8521",http://www.rajaferryport.com,"220,811,609.00 บาท"
559,บริษัท อาร์พีซีจี จำกัด (มหาชน),เลขที่ 86/2 อาคารสัมมากรเพลส ถนนรามคำแหง แขวงสะพานสูง เขตสะพานสูง กทม.,0-2372-3600,0-2372-3327,http://www.rpcthai.com,"1,304,664,125.00 บาท"
560,บริษัท โรงพยาบาลราชพฤกษ์ จำกัด (มหาชน),บ้านเลขที่ 456 หมูที่ 14 ถนนมิตรภาพ ตำบลในเมือง อำเภอเมืองขอนแก่น ขอนแก่น,0-4333-3555,-,http://www.rph.co.th,"546,000,000.00 บาท"
561,บริษัท อาร์เอส จำกัด (มหาชน),เลขที่ 27 อาคารอาร์เอสกรุ๊ป ทาวเวอร์ เอ ถนนประเสริฐมนูกิจ แขวงเสนานิคม เขตจตุจักร กทม.,0-2037-8888,-,http://www.rs.co.th,"1,166,996,212.00 บาท"
562,บริษัท ริช สปอร์ต จำกัด (มหาชน),116/20 ถนน ณ ระนอง แขวงคลองเตย เขตคลองเตย กทม.,0-2249-8709,0-2249-8711,http://www.richsport.co.th,"743,000,000.00 บาท"
563,บริษัท ไร้ท์ทันเน็ลลิ่ง จำกัด (มหาชน),เลขที่ 292 หมู่ 4 ถนนบางนา-ตราด (กม. 26) ตำบลบางบ่อ อำเภอบางบ่อ สมุทรปราการ,0-2313-4848,"0-2313-4849, 4787",https://www.rtco.co.th/,"660,000,000.00 บาท"
564,บริษัท ระยองไวร์ อินดัสตรีส์ จำกัด (มหาชน),"นิคมอุตสาหกรรมมาบตาพุด เลขที่ 5 ถนนไอ-ห้า, ตำบลมาบตาพุด อำเภอเมืองระยอง ระยอง",0-3868-4522-7,0-3868-4490,http://www.rwi.co.th,"686,457,172.50 บาท"
565,บริษัท สิงห์ เอสเตท จำกัด (มหาชน),123 อาคารซันทาวเวอร์ส บี ชั้น 22 ถนนวิภาวดีรังสิต แขวงจอมพล เขตจตุจักร กทม.,0-2050-5555,0-2617-6444-5,http://www.singhaestate.co.th,"7,003,719,395.00 บาท"
