,Name,Location,Phone_1,Phone_2,Website,Register_Capital
448,บริษัท เน็กซ์ พอยท์ จำกัด (มหาชน),เลขที่ 999/999 หมู่ 4 ตำบลบางโฉลง อำเภอบางพลี สมุทรปราการ,0-2026-3599,0-2116-4878,http://www.nexpoint.co.th,"1,897,833,514.00 บาท"
449,บริษัท เอ็นเอฟซี จำกัด (มหาชน),เลขที่ 88 อาคารเอสซี กรุ๊ป ชั้น 3 ถนนเดอะพาร์คแลนด์ แขวงบางนาเหนือ เขตบางนา กทม.,0-2348-0580-6,0-2348-0578-9,http://www.nfc.co.th,"897,462,271.50 บาท"
450,บริษัท เนชั่น อินเตอร์เนชั่นแนล เอ็ดดูเทนเมนท์ จำกัด (มหาชน),333 อาคารเล้าเป้งง้วน 1 ชั้น 24 ซอยเฉยพ่วง ถนนวิภาวดีรังสิต แขวงจอมพล เขตจตุจักร กทม.,0-2091-5900,0-2091-5928,http://www.nine.co.th,"1,589,549,286.00 บาท"
451,บริษัท นวกิจประกันภัย จำกัด (มหาชน),"อาคารสาธรนคร สาธรธานีคอมเพล็กซ์ ชั้น 26-27, 100/50-55, 90/4-6 ถนนสาธรเหนือ แขวงสีลม เขตบางรัก กทม.","0-2636-7900 , 0-2238-5058","0-2636-7999, 0-2636-7998",http://www.navakij.co.th,"360,000,000.00 บาท"
452,บริษัท นวนคร จำกัด (มหาชน),เลขที่ 999 หมู่ 13 ถนนพหลโยธิน ต.คลองหนึ่ง อ.คลองหลวง ปทุมธานี,0-2529-0031-5,0-2529-2176,http://www.navanakorn.co.th,"2,048,254,862.00 บาท"
453,บริษัท โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),อาคารโนเบิล เลขที่ 1035 ถนนเพลินจิต แขวงลุมพินี เขตปทุมวัน กทม.,0-2251-9955,0-2251-9977,http://www.noblehome.com,"1,711,766,904.00 บาท"
454,บริษัท สายการบินนกแอร์ จำกัด (มหาชน) (บริษัทจดทะเบียนที่เข้าข่ายอาจถูกเพิกถอน),222 ท่าอากาศยานดอนเมือง อาคารส่วนกลาง ห้องเลขที่ 4235 ชั้น 4 ถนนวิภาวดีรังสิต แขวงสนามบิน เขตดอนเมือง กทม.,0-2627-2000,-,http://www.nokair.com,"4,197,166,631.00 บาท"
455,บริษัท โนวา เอมไพร์ จำกัด (มหาชน),เลขที่ 88 ซอยบางนา-ตราด 30 ถนนเทพรัตน แขวงบางนาใต้ เขตบางนา กทม.,-,-,http://www.tiw.co.th,"85,214,353.00 บาท"
456,บริษัท นิวพลัสนิตติ้ง จำกัด (มหาชน),34 หมู่ 20 ถนนสุวินทวงศ์ ตำบลศาลาแดง อำเภอบางน้ำเปรี้ยว ฉะเชิงเทรา,"0-3859-3129-30 , 0-3859-3133",0-3884-6040,https://www.newplus.co.th/,"100,000,000.00 บาท"
457,บริษัท เอ็นอาร์ อินสแตนท์ โปรดิวซ์ จำกัด (มหาชน),99/1 หมู่ที่ 4 ตำบลแคราย อำเภอกระทุ่มแบน สมุทรสาคร,0-3484-9576-80,0-3484-9586,https://www.nrinstant.com/,"1,485,443,157.00 บาท"
458,บริษัทนำสินประกันภัย จำกัด (มหาชน),767 ถนนกรุงเทพ-นนทบุรี แขวงบางซื่อ เขตบางซื่อ กทม.,"0-2016-3333, 0-2017-3333",0-2911-4481,http://www.namsengins.co.th,"200,000,000.00 บาท"
459,บริษัท เอ็นเอสแอล ฟู้ดส์ จำกัด (มหาชน),55/22 หมู่ที่ 3 ถนนบางบัวทอง-สะพานนนทบุรี (345) ตำบลลำโพ อำเภอบางบัวทอง นนทบุรี,0-2525-8520,0-2525-8538,http://www.nslfoods.com,"300,000,000.00 บาท"
460,บริษัท โรงพยาบาลนนทเวช จำกัด (มหาชน),30/8 หมู่ 2 ถนนงามวงศ์วาน ตำบลบางเขน อำเภอเมือง นนทบุรี,0-2596-7888,0-2589-8753,http://www.nonthavej.co.th,"160,000,000.00 บาท"
461,บริษัท ณุศาศิริ จำกัด (มหาชน),เลขที่ 2922/209 อาคารชาญอิสสระทาวเวอร์ 2 ชั้น 13 (12 เอ) ถนนเพชรบุรีตัดใหม่ แขวงบางกะปิ เขตห้วยขวาง กทม.,0-2030-1399,-,http://www.nusasiri.com,"14,716,485,397.00 บาท"
462,บริษัท โนวา ออร์แกนิค จำกัด (มหาชน),190/4 หมู่ที่ 8 ตำบลในคลองบางปลากด อำเภอพระสมุทรเจดีย์ สมุทรปราการ,0-2408-6778,0-2408-6778,https://www.nova-organic.com,"300,000,000.00 บาท"
463,บริษัท เนอวานา ไดอิ จำกัด (มหาชน),เลขที่ 343/351 ถนนประเสริฐมนูกิจ แขวงนวลจันทร์ เขตบึงกุ่ม กทม.,0-2105-6789,0-2105-6787,http://www.nirvanadaii.com,"1,775,750,021.00 บาท"
464,บริษัทเนาวรัตน์พัฒนาการ จำกัด (มหาชน),"อาคารบางนาทาวเวอร์ เอ ชั้น 18-19, 2/3 หมู่ 14 ถนนบางนา-ตราด กม.6.5 ตำบลบางแก้ว อำเภอบางพลี สมุทรปราการ","0-2730-2100, 0-2751-9455-74","0-2751-9487, 0-2751-9484-5",http://www.nawarat.co.th,"2,585,481,515.00 บาท"
465,บริษัท นามยง เทอร์มินัล จำกัด (มหาชน),1168/52 อาคารลุมพินีทาวเวอร์ ชั้น 19 ถนนพระราม 4 แขวงทุ่งมหาเมฆ เขตสาทร กทม.,0-2679-7357,0-2285-6642,http://www.namyongterminal.com,"620,000,000.00 บาท"
466,บริษัท โอ ซี ซี จำกัด (มหาชน),729/4-7 ถนนรัชดาภิเษก แขวงบางโพงพาง เขตยานนาวา กทม.,"0-2295-4545, 0-2295-4567",0-2295-0415,http://www.occ.co.th,"80,000,000.00 บาท"
467,บริษัท โอเชียนกลาส จำกัด (มหาชน),"อาคารโอเชี่ยนทาวเวอร์ 2 ชั้น 34, 75/88-91 ถนนสุขุมวิท 19 แขวงคลองเตยเหนือ เขตวัฒนา กทม.",0-2661-6556,0-2661-6550,http://www.oceanglass.com,"500,000,000.00 บาท"
468,บริษัท โอเอชทีแอล จำกัด (มหาชน),48 ซอยบูรพา ถนนเจริญกรุง แขวงบางรัก เขตบางรัก กทม.,0-2659-9000,0-2659-0000,http://www.mandarinoriental.com/bangkok.com,"150,978,000.00 บาท"
469,บริษัท โออิชิ กรุ๊ป จำกัด (มหาชน),ห้องเลขที่ บี 3601 อาคารซีดับเบิ้ลยู ทาวเวอร์ ชั้น 36 เลขที่ 90 ถนนรัชดาภิเษก แขวงห้วยขวาง เขตห้วยขวาง กทม.,0-2768-8888,0-2768-8889,http://www.oishigroup.com,"375,000,000.00 บาท"
470,บริษัท เดอะ วัน เอ็นเตอร์ไพรส์ จำกัด (มหาชน),50 อาคาร จีเอ็มเอ็ม แกรมมี่เพลส ถนนสุขุมวิท 21(อโศกมนตรี) แขวงคลองเตยเหนือ เขตวัฒนา กทม.,0-2669-9697,-,http://www.theoneenterprise.com,"4,762,500,000.00 บาท"
471,บริษัท ปตท. น้ำมันและการค้าปลีก จำกัด (มหาชน),555/2 ศูนย์เอ็นเนอร์ยี่คอมเพล็กซ์ อาคารบี ชั้นที่ 12 ถนนวิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กทม.,0-2196-5959,-,http://www.pttor.com,"120,000,000,000.00 บาท"
472,บริษัท ออริจิ้น พร็อพเพอร์ตี้ จำกัด (มหาชน),496 หมู่ที่ 9 ตำบลสำโรงเหนือ อำเภอเมืองสมุทรปราการ สมุทรปราการ,0-2030-0000,0-2029-1939,http://www.origin.co.th,"1,227,061,226.50 บาท"
473,บริษัท โอสถสภา จำกัด (มหาชน),348 ถนนรามคำแหง แขวงหัวหมาก เขตบางกะปิ กทม.,0-2351-1000,0-2351-1125,http://www.osotspa.com,"3,003,750,000.00 บาท"
474,บริษัท วันทูวัน คอนแทคส์ จำกัด (มหาชน),เลขที่ 99/9 หมู่ 4 อาคารซอฟต์แวร์ปาร์ค ชั้น 27 ถนนแจ้งวัฒนะ ตำบลคลองเกลือ อำเภอปากเกร็ด นนทบุรี,0-2685-0000,-,http://www.onetoonecontacts.com,"895,000,000.00 บาท"
475,บริษัท เพซ ดีเวลลอปเมนท์ คอร์ปอเรชั่น จำกัด (มหาชน) (บริษัทจดทะเบียนที่เข้าข่ายอาจถูกเพิกถอน),เลขที่ 53 อาคารศิวาเทล ทาวเวอร์ ชั้นที่ 16 ห้องเลขที่ 1606 ถนนวิทยุ แขวงลุมพินี เขตปทุมวัน กทม.,0-2118-9599,0-2118-9598,http://www.pacedev.com,"26,783,432,556.00 บาท"
476,บริษัท เพรสซิเด้นท์ ออโตโมบิล อินดัสทรีส์ จำกัด (มหาชน),88/8 หมู่ที่ 9 ซอย วปอ. 11 (พิเศษ) ตำบลสวนหลวง อำเภอกระทุ่มแบน สมุทรสาคร,0-2810-9900,"0-2810-0526-8 ext. 321, 307",http://www.paco.co.th,"500,000,000.00 บาท"
477,บริษัท พีเออี (ประเทศไทย) จำกัด (มหาชน) (บริษัทจดทะเบียนที่เข้าข่ายอาจถูกเพิกถอน),69 ซอยอ่อนนุช 64 (สุขสมาน) ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กทม.,0-2322-0222,0-2322-2970-1,http://www.pae.co.th,"24,938,007,894.00 บาท"
478,บริษัท แพนเอเซียฟุตแวร์ จำกัด (มหาชน),เลขที่ 620/5 หมู่ 11 ตำบล หนองขาม อำเภอ ศรีราชา ชลบุรี,0-3848-0020-1,0-3848-0080,http://www.panasiafootwear.com,"275,400,000.00 บาท"
479,บริษัท แปซิฟิกไพพ์ จำกัด (มหาชน),"อาคารลุมพินีทาวเวอร์ ชั้น 26, 1168/74 ถนนพระราม 4 กทม.",0-2679-9000,0-2679-9075,http://www.pacificpipe.co.th,"660,000,000.00 บาท"
480,บริษัท พาโตเคมีอุตสาหกรรม จำกัด (มหาชน),3388 ถนนเพชรบุรีตัดใหม่ แขวงบางกะปิ เขตห้วยขวาง กทม.,"0-2318-5612-19, 0-2318-0360-9",0-2318-0367,http://www.patochemical.com,"142,372,000.00 บาท"
481,บริษัท เพรซิเดนท์ เบเกอรี่ จำกัด (มหาชน),"อาคารชุด อาร์ เอส ทาวเวอร์ ชั้น 29, 121/84-85 ถนนรัชดาภิเษก แขวงดินแดง เขตดินแดง กทม.",02-209-3000,02-209-3091,http://www.farmhouse.co.th,"450,000,000.00 บาท"
482,บริษัท พี.ซี.เอส.แมชีน กรุ๊ปโฮลดิ้ง จำกัด (มหาชน),เลขที่ 2/1-9 หมู่ 3 ตำบลโคกกรวด อำเภอเมืองนครราชสีมา นครราชสีมา,0-4470-1300,0-4470-1399,http://www.pcsgh.com,"1,525,000,000.00 บาท"
483,บริษัท พรอดดิจิ จำกัด (มหาชน),7/3 หมู่ที่ 3 ตำบลบางกระเบา อำเภอนครชัยศรี นครปฐม,0-3433-2611-2,0-3433-2613,http://www.prodigy.co.th,"148,500,000.00 บาท"
484,บริษัท แพรนด้า จิวเวลรี่ จำกัด (มหาชน),28 ซอยบางนา-ตราด 28 แขวงบางนาใต้ เขตบางนา กทม.,"0-2769-9999, 0-2361-3311","0-2398-2143, 0-2399-4874",http://www.pranda.com,"539,026,606.00 บาท"
485,บริษัท พีซแอนด์ลีฟวิ่ง จำกัด (มหาชน),231/14 ซอยเอกมัย 7 ถนนสุขุมวิท 63 แขวงคลองตันเหนือ เขตวัฒนา กทม.,0-2392-1066-8,-,http://www.peaceandliving.co.th,"504,000,000.00 บาท"
486,บริษัท เพิ่มสินสตีลเวิคส์ จำกัด (มหาชน),"เลขที่ 4, 95-96 หมู่ที่ 6 ตำบลโคกขาม อำเภอเมืองสมุทรสาคร สมุทรสาคร",0-3482-5090-100,"0-3482-5078, 0-3482-5079, 0-3482-5081",http://www.permsin.com,"1,000,000,000.00 บาท"
487,บริษัท พร็อพเพอร์ตี้ เพอร์เฟค จำกัด (มหาชน),"อาคารวรสมบัติ ชั้น 17, 100/1 ถนนพระราม 9 แขวงห้วยขวาง เขตห้วยขวาง กทม.",0-2245-6640-7,0-2247-3328,http://www.pf.co.th,"10,011,313,269.00 บาท"
488,บริษัท ประชาอาภรณ์ จำกัด (มหาชน),666 ถนนพระราม 3 แขวงบางโพงพาง เขตยานนาวา กทม.,0-2685-6500,0-2294-5159,http://www.pg.co.th,"96,000,000.00 บาท"
489,บริษัท ผลธัญญะ จำกัด (มหาชน),1/11 หมู่ที่ 3 ถ.ลำลูกกา ต.ลาดสวาย อ.ลำลูกกา ปทุมธานี,0-2791-0111,0-2791-0100-2,http://www.pdgth.com,"202,500,232.00 บาท"
490,บริษัท ปิโก (ไทยแลนด์) จำกัด (มหาชน),10 ซอยลาซาล 56 แขวงบางนาใต้ เขตบางนา กทม.,0-2748-7007,"0-2745-8521, 0-2748-7591",http://www.picothai.com,"215,294,775.00 บาท"
491,บริษัท ไพโอเนียร์ มอเตอร์ จำกัด (มหาชน),"เลขที่ 78,78/4,78/5 หมู่ 3 ถนนดอนตูม-นครชัยศรี ตำบลดอนแฝก อำเภอนครชัยศรี นครปฐม",0-3426-5111-8,0-3426-5119,http://www.pioneermotor.th.com,"213,149,676.75 บาท"
492,บริษัท ปิ่นทอง อินดัสเตรียล ปาร์ค จำกัด (มหาชน),เลขที่ 789 หมู่ที่ 1 ถนนสายหนองค้อ-แหลมฉบัง ตำบลหนองขาม อำเภอศรีราชา ชลบุรี,0-2294-0066 ต่อ 291,-,https://www.pinthongindustrial.com/,"1,160,000,000.00 บาท"
493,บริษัท ปัญจวัฒนาพลาสติก จำกัด (มหาชน),"เลขที่ 19, 21 ซอยเอกชัย 63 ถนนเอกชัย แขวงบางบอน เขตบางบอน กทม.",0-2415-1894,0-2415-0951,http://www.pjw.co.th,"382,719,963.50 บาท"
494,บริษัท พัฒน์กล จำกัด (มหาชน),348 ถนนเฉลิมพระเกียรติ ร.9 แขวงหนองบอน เขตประเวศ กทม.,0-2328-1032-49,"0-2328-1245, 0-2328-1058",http://www.patkol.com,"520,756,281.00 บาท"
495,บริษัท ภัทรลิสซิ่ง จำกัด (มหาชน),"อาคารเมืองไทยภัทรคอมเพล็กซ์ 1 ชั้น 29, 252/6 ถนนรัชดาภิเษก เขตห้วยขวาง กทม.",0-2693-2288,0-2693-2298-99,http://www.pl.co.th,"646,800,483.00 บาท"
496,บริษัท แพลน บี มีเดีย จำกัด (มหาชน),1213/420 ซอยลาดพร้าว 94 แขวงพลับพลา เขตวังทองหลาง กทม.,0-2530-8053-6,0-2530-8057,http://www.planbmedia.co.th,"443,247,626.90 บาท"
497,บริษัท แพลนเน็ต คอมมิวนิเคชั่น เอเชีย จำกัด (มหาชน),157 ซอยรามอินทรา 34 ถนนรามอินทรา แขวงท่าแร้ง เขตบางเขน กทม.,0-2792-2400,0-2792-2499,http://www.planetcomm.com,"499,999,996.00 บาท"
498,บริษัท เดอะ แพลทินัม กรุ๊ป จำกัด (มหาชน),เลขที่ 222/1398 ชั้น 11 อาคารเดอะ แพลทินัม แฟชั่นมอลล์ ถนนเพชรบุรี แขวงถนนเพชรบุรี เขตราชเทวี กทม.,0-2121-9999,0-2121-9000,http://theplatinumgroup.co.th,"2,800,000,000.00 บาท"
499,บริษัท เพาเวอร์ไลน์ เอ็นจิเนียริ่ง จำกัด (มหาชน),2 ซอยสุขุมวิท 81 (ศิริพจน์) ถนนสุขุมวิท แขวงบางจาก เขตพระโขนง กทม.,0-2332-0345,0-2311-0851,http://www.ple.co.th,"1,361,817,957.00 บาท"
500,บริษัท โรแยล พลัส จำกัด (มหาชน),84/3-7 ซอยพระรามที่ 2 ซอย 69 แขวงแสมดำ เขตบางขุนเทียน กทม.,0-2416-9209,0-2416-0219,http://www.royalplus.co.th,"335,000,000.00 บาท"
501,บริษัท พรีเมียร์ มาร์เก็ตติ้ง จำกัด (มหาชน),เลขที่ 1 พรีเมียร์คอร์เปอเรทปาร์ค ซอยพรีเมียร์ 2 ถนนศรีนครินทร์ แขวงหนองบอน เขตประเวศ กทม.,0-2301-1000,0-2301-1020,http://www.premier-marketing.co.th,"598,245,300.00 บาท"
502,บริษัท พีเอ็ม โทรีเซน เอเชีย โฮลดิ้งส์ จำกัด (มหาชน),26/26-27 อาคารอรกานต์ ชั้นที่ 8 ซอยชิดลม ถนนเพลินจิต แขวงลุมพินี เขตปทุมวัน กทม.,0-2250-0569,0-2657-1040,http://www.pmthoresenasia.com,"1,012,000,000.00 บาท"
503,บริษัท โพลาริส แคปปิตัล จำกัด (มหาชน) (บริษัทจดทะเบียนที่เข้าข่ายอาจถูกเพิกถอน),เลขที่ 503/34 อาคาร เค.เอส.แอล ทาวเวอร์ ชั้น 18 ถนนศรีอยุธยา แขวงถนนพญาไท เขตราชเทวี กทม.,-,-,http://www.polariscap.co.th,"995,806,605,840.00 บาท"
504,บริษัท ผลิตภัณฑ์อาหารกว้างไพศาล จำกัด (มหาชน) (NPG),เลขที่ 43 อาคารธนสาร ถนนเชียงใหม่ แขวงคลองสาน เขตคลองสาน กทม.,0-2863-3288,0-2863-3133,http://www.smilingfish.com,"500,489,990.00 บาท"
505,กองทุนรวมสิทธิการเช่าอสังหาริมทรัพย์ไพร์มออฟฟิศ,ชั้น 7-8 อาคาร 1 ไทยพาณิชย์ ปาร์ค พลาซ่า เลขที่ 18 ถนนรัชดาภิเษก แขวงจตุจักร เขตจตุจักร กทม.,0-2949-1500,0-2949-1501,http://www.scbam.com,"4,816,386,000.00 บาท"
506,บริษัท สหไทย เทอร์มินอล จำกัด (มหาชน),51/1 หมู่ที่ 3 ถนนปู่เจ้าสมิงพราย ตำบลบางหญ้าแพรก อำเภอพระประแดง สมุทรปราการ,0-2386-8000,0-2386-8008,http://sahathaiterminal.com/,"662,859,627.50 บาท"
507,บริษัท บางกอก โพสต์ จำกัด (มหาชน) (บริษัทจดทะเบียนที่เข้าข่ายอาจถูกเพิกถอน),อาคารบางกอกโพสต์ 136 ถนนสุนทรโกษา แขวงคลองเตย เขตคลองเตย กทม.,0-2616-4000,0-2240-3790,https://www.bangkokpost.co.th/,"505,000,000.00 บาท"
508,กองทุนรวมอสังหาริมทรัพย์ปิ่นทอง อินดัสเตรียล ปาร์ค,ชั้น 7-8 อาคาร 1 ไทยพาณิชย์ ปาร์ค พลาซ่า เลขที่ 18 ถนนรัชดาภิเษก แขวงจตุจักร เขตจตุจักร กทม.,0-2949-1500,0-2949-1501,http://www.scbam.com,"2,245,100,000.00 บาท"
509,บริษัท พรพรหมเม็ททอล จำกัด (มหาชน),229 ถนนนครราชสีมา แขวงดุสิต เขตดุสิต กทม.,0-2628-6100,0-2628-8591,http://www.ppm.co.th,"316,500,075.00 บาท"
510,บริษัท พรีเมียร์ โพรดักส์ จำกัด (มหาชน),เลขที่ 2 พรีเมียร์เพลซ ซอยพรีเมียร์ 2 ถนนศรีนครินทร์ แขวงหนองบอน เขตประเวศ กทม.,"0-2301-2100, 0-2301-2101",0-2398-1301,http://www.premier-products.co.th,"300,000,000.00 บาท"
511,บริษัท พีพี ไพร์ม จำกัด (มหาชน),เลขที่ 62-62/1 หมู่ที่ 2 ถนนรพช.อู่ตะเภา ตำบลหนองชุมพล อำเภอเขาย้อย เพชรบุรี,0-3289-9881-4,0-3289-9885,https://www.ppprime.co.th/,"13,950,319,167.00 บาท"
512,บริษัท โปรเจค แพลนนิ่ง เซอร์วิส จำกัด (มหาชน),381/6 ซอยพระรามเก้า 58 (ซอย 7 เสรี 7) ถนนพระรามเก้า แขวงสวนหลวง เขตสวนหลวง กทม.,0-2718-2785-9,0-2300-5545-6,http://www.pps.co.th,"279,452,921.00 บาท"
513,บริษัท โรงพยาบาลพระรามเก้า จำกัด (มหาชน),เลขที่ 99 ถนนพระราม 9 แขวงบางกะปิ เขตห้วยขวาง กทม.,0-2202-9999,0-2202-9998,http://www.praram9.com,"800,000,000.00 บาท"
514,บริษัท ประกิต โฮลดิ้งส์ จำกัด (มหาชน),88 ซอยสุขุมวิท 62 แยก 3 แขวงพระโขนงใต้ เขตพระโขนง กทม.,0-2332-8555,"0-2332-8522, 0-2332-8544",http://www.prakit.com,"94,438,800.00 บาท"
515,บริษัท พีรพัฒน์ เทคโนโลยี จำกัด (มหาชน),406 ถนนรัชดาภิเษก แขวงสามเสนนอก เขตห้วยขวาง กทม.,0-2290-1234,0-2290-1249,https://www.peerapat.com,"187,000,000.00 บาท"
516,บริษัท พรีบิลท์ จำกัด (มหาชน),503 ชั้น1 ถนนบอนด์สตรีท ตำบลบางพูด อำเภอปากเกร็ด นนทบุรี,0-2960-1380-89,0-2960-1392,http://www.prebuilt.co.th,"308,676,462.00 บาท"
517,บริษัท ปรีชากรุ๊ป จำกัด (มหาชน),1919 ถนนพัฒนาการ แขวงสวนหลวง เขตสวนหลวง กทม.,0-2722-8855,0-2722-8844,http://www.preecha.com,"336,000,000.00 บาท"
518,บริษัท พี อาร์ จี คอร์ปอเรชั่น จำกัด (มหาชน),88 หมู่ที่ 2 ถนนติวานนท์ อำเภอเมือง ปทุมธานี,0-2501-2175,0-2501-2176,http://www.prg.co.th,"841,847,555.00 บาท"
519,บริษัท ไพร์ม โรด เพาเวอร์ จำกัด (มหาชน),เลขที่ 1 อาคารทีพีแอนด์ที ชั้น 22 ซอยวิภาวดีรังสิต19 ถนนวิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กทม.,0-2105-8686,0-2257-7006,http://www.primeroadpower.com,"5,530,000,000.00 บาท"
520,บริษัท ปริญสิริ จำกัด (มหาชน),246 ถนนวัชรพล แขวงท่าแร้ง เขตบางเขน กทม.,0-2022-8988,-,http://www.prinsiri.com,"1,220,011,755.00 บาท"
521,บริษัท พริ้นซิเพิล แคปิตอล จำกัด (มหาชน),เลขที่ 29 ชั้น 23 อาคารบางกอก บิสซิเนสเซ็นเตอร์ ถนนสุขุมวิท 63 แขวงคลองตันเหนือ เขตวัฒนา กทม.,0-2714-2171-3,0-2714-2185,http://www.principalcapital.co.th,"4,189,427,552.00 บาท"
522,บริษัท พริมา มารีน จำกัด (มหาชน),เลขที่ 80 ซอยบางนา-ตราด 30 แขวงบางนาใต้ เขตบางนา กทม.,0-2016-0190-4,0-2016-0199,http://www.primamarine.co.th,"2,500,000,000.00 บาท"
523,บริษัท โปรเฟสชั่นแนล เวสต์ เทคโนโลยี (1999) จำกัด (มหาชน) (บริษัทจดทะเบียนที่เข้าข่ายอาจถูกเพิกถอน),1184/38-39 ซอยพหลโยธิน 32 ถนนพหลโยธิน แขวงจันทรเกษม เขตจตุจักร กทม.,0-2942-9480-2,0-2561-0591,http://www.prowaste.co.th,"1,470,000,000.00 บาท"
524,บริษัท โปรเอ็น คอร์ป จำกัด (มหาชน),"72 อาคาร กสท. โทรคมนาคม ชั้น 4,18 ถนนเจริญกรุง แขวงบางรัก เขตบางรัก กทม.","0-2690-3888, 0-2639-7888","0-2639-7892, 0-2691-1898",https://www.proen.co.th/,"237,000,000.00 บาท"
525,บริษัท พรอสเพอร์ เอ็นจิเนียริ่ง จำกัด (มหาชน),เลขที่ 11 ซอยนาคนิวาส 20 ถนนนาคนิวาส แขวงลาดพร้าว เขตลาดพร้าว กทม.,0-2514-3113,0-2514-3553,http://www.prosperengineering.co.th,"270,000,000.00 บาท"
526,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าอสังหาริมทรัพย์ พรอสเพค โลจิสติกส์และอินดัสเทรียล,เลขที่ 345 อาคาร 345 สุรวงศ์ ชั้น 5 ถนนสุรวงศ์ แขวงสุริยวงศ์ เขตบางรัก กทม.,0-2697-3788,0-2697-3794,http://www.prospectreit.com,"4,024,622,500.00 บาท"
527,บริษัท พราว เรียล เอสเตท จำกัด (มหาชน),เลขที่ 900 อาคารต้นสนทาวเวอร์ ชั้น 6 ถนนเพลินจิต แขวงลุมพินี เขตปทุมวัน กทม.,0-2035-0999,0-2035-0998,http://www.proudrealestate.co.th,"673,148,951.00 บาท"
528,บริษัท พีเอสจี คอร์ปอเรชั่น จำกัด (มหาชน),11/1 อาคารเอไอเอ สาทร ทาวเวอร์ ชั้น 21 ถนนสาทรใต้ แขวงยานนาวา เขตสาทร กทม.,0-2018-7190-8,0-2018-7199,http://www.psgcorp.co.th,"64,992,438,156.00 บาท"
529,บริษัท พฤกษา โฮลดิ้ง จำกัด (มหาชน),เลขที่ 1177 อาคาร เพิร์ล แบงก์ค็อก ถนนพหลโยธิน แขวงพญาไท เขตพญาไท กทม.,0-2080-1739,0-2080-1700,http://www.psh.co.th,"2,188,504,922.00 บาท"
530,บริษัท พรีเชียส ชิพปิ้ง จำกัด (มหาชน),"เลขที่ 8 ชั้นที่ จี, 7, 8, และ 9 ถนนสาทรเหนือ แขวงสีลม เขตบางรัก กทม.",0-2696-8800,"0-2236-7654, 0-2633-8460",http://www.preciousshipping.com,"1,559,291,862.00 บาท"
531,บริษัท เพาเวอร์ โซลูชั่น เทคโนโลยี จำกัด (มหาชน),เลขที่ 389 อาคารพีเอสทีซี ถนน วิภาวดีรังสิต แขวง สามเสนใน เขตพญาไท กทม.,0-2526-9999,0-2408-6235,http://www.pst.co.th,"1,185,974,790.00 บาท"
532,บริษัท พรีเมียร์ เทคโนโลยี จำกัด (มหาชน),"อาคารพรีเมียร์คอร์เปอเรทปาร์ค, 1 ซอยพรีเมียร์ 2 ถนนศรีนครินทร์ แขวงหนองบอน เขตประเวศ กทม.","0-2301-1000, 0-2301-1809",0-2398-2816,http://www.premier-technology.co.th,"283,888,942.00 บาท"
533,บริษัท พรีเมียร์ แทงค์ คอร์ปอเรชั่น จำกัด (มหาชน),เลขที่ 2034/69 อาคารอิตัลไทย ทาวเวอร์ ชั้น 15 ถนนเพชรบุรีตัดใหม่ แขวงบางกะปิ เขตห้วยขวาง กทม.,0-2318-4013,0-2318-4014,http://www.premiertankcorp.com,"205,000,000.00 บาท"
534,บริษัท พลัส เทค อินโนเวชั่น จำกัด (มหาชน),41/1 ซอยวัดสวนส้ม ถนนปู่เจ้าสมิงพราย ตำบลสำโรงใต้ อำเภอพระประแดง สมุทรปราการ,"0-2394-4374-5, 0-2754-2650",0-2384-0917,http://www.tbsp.co.th,"245,064,429.00 บาท"
535,บริษัท พีทีจี เอ็นเนอยี จำกัด (มหาชน),เลขที่ 90 อาคารซีดับเบิ้ลยู ทาวเวอร์ เอ ชั้นที่ 33 ถนนรัชดาภิเษก แขวงห้วยขวาง เขตห้วยขวาง กทม.,"0-2168-3377, 0-2168-3388","0-2168-3379, 0-2168-3389",http://www.ptgenergy.co.th,"1,670,000,000.00 บาท"
536,บริษัท โพลีเพล็กซ์ (ประเทศไทย) จำกัด (มหาชน),"อาคารโอเชี่ยนทาวเวอร์ 2 ชั้น 18, 75/26 สุขุมวิท 19 (อโศก) แขวงคลองเตยเหนือ เขตวัฒนา กทม.",0-2665-2706-8,0-2665-2705,http://www.polyplexthailand.com,"900,000,000.00 บาท"
537,บริษัท ปตท. จำกัด (มหาชน),555 ถนนวิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กทม.,0-2537-2000,0-2537-3498-9,http://www.pttplc.com,"28,562,996,250.00 บาท"
538,บริษัท ปตท. สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน),"ศูนย์เอนเนอร์ยี่คอมเพล็กซ์ อาคาร A ชั้นที่ 6, 19-36 เลขที่ 555/1 ถนนวิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กทม.",0-2537-4000,0-2537-4444,http://www.pttep.com,"3,969,985,400.00 บาท"
